FECHA;TIME;y
3/7/2022;21:20:00;3
3/7/2022;21:40:00;1
3/7/2022;22:00:00;4
3/7/2022;22:20:00;1
3/7/2022;23:00:00;1
3/7/2022;23:40:00;1
4/7/2022;00:00:00;1
4/7/2022;00:40:00;1
4/7/2022;03:00:00;1
4/7/2022;03:20:00;6
4/7/2022;04:00:00;2
4/7/2022;04:20:00;10
4/7/2022;05:00:00;6
4/7/2022;05:20:00;8
4/7/2022;05:40:00;1
4/7/2022;06:00:00;10
4/7/2022;06:20:00;9
4/7/2022;06:40:00;6
4/7/2022;07:00:00;9
4/7/2022;07:20:00;9
4/7/2022;07:40:00;3
4/7/2022;08:00:00;9
4/7/2022;08:20:00;5
4/7/2022;08:40:00;12
4/7/2022;09:00:00;14
4/7/2022;09:20:00;4
4/7/2022;09:40:00;4
4/7/2022;10:00:00;6
4/7/2022;10:20:00;6
4/7/2022;10:40:00;4
4/7/2022;11:00:00;11
4/7/2022;11:20:00;7
4/7/2022;11:40:00;6
4/7/2022;12:00:00;7
4/7/2022;12:20:00;10
4/7/2022;12:40:00;4
4/7/2022;13:00:00;8
4/7/2022;13:20:00;3
4/7/2022;13:40:00;3
4/7/2022;14:00:00;11
4/7/2022;14:20:00;3
4/7/2022;14:40:00;1
4/7/2022;15:00:00;15
4/7/2022;15:20:00;4
4/7/2022;15:40:00;2
4/7/2022;16:00:00;9
4/7/2022;16:20:00;5
4/7/2022;16:40:00;6
4/7/2022;17:00:00;14
4/7/2022;17:20:00;13
4/7/2022;17:40:00;3
4/7/2022;18:00:00;18
4/7/2022;18:20:00;5
4/7/2022;18:40:00;5
4/7/2022;19:00:00;3
4/7/2022;19:20:00;4
4/7/2022;20:00:00;4
4/7/2022;20:20:00;2
4/7/2022;20:40:00;2
4/7/2022;21:00:00;2
4/7/2022;21:20:00;3
4/7/2022;21:40:00;1
4/7/2022;22:00:00;6
4/7/2022;22:40:00;2
4/7/2022;23:20:00;1
5/7/2022;00:00:00;1
5/7/2022;00:40:00;1
5/7/2022;01:00:00;1
5/7/2022;01:40:00;1
5/7/2022;02:00:00;6
5/7/2022;02:40:00;2
5/7/2022;03:00:00;1
5/7/2022;04:20:00;4
5/7/2022;04:40:00;2
5/7/2022;05:00:00;4
5/7/2022;05:20:00;3
5/7/2022;06:00:00;9
5/7/2022;06:20:00;11
5/7/2022;06:40:00;4
5/7/2022;07:00:00;17
5/7/2022;07:20:00;12
5/7/2022;07:40:00;16
5/7/2022;08:00:00;13
5/7/2022;08:20:00;7
5/7/2022;08:40:00;7
5/7/2022;09:00:00;10
5/7/2022;09:20:00;10
5/7/2022;09:40:00;6
5/7/2022;10:00:00;5
5/7/2022;10:20:00;13
5/7/2022;10:40:00;1
5/7/2022;11:00:00;11
5/7/2022;11:20:00;7
5/7/2022;11:40:00;11
5/7/2022;12:00:00;9
5/7/2022;12:20:00;6
5/7/2022;12:40:00;6
5/7/2022;13:00:00;12
5/7/2022;13:20:00;7
5/7/2022;13:40:00;3
5/7/2022;14:00:00;5
5/7/2022;14:20:00;1
5/7/2022;14:40:00;7
5/7/2022;15:00:00;13
5/7/2022;15:20:00;4
5/7/2022;15:40:00;5
5/7/2022;16:00:00;15
5/7/2022;16:20:00;4
5/7/2022;16:40:00;6
5/7/2022;17:00:00;20
5/7/2022;17:20:00;17
5/7/2022;17:40:00;8
5/7/2022;18:00:00;21
5/7/2022;18:20:00;6
5/7/2022;18:40:00;4
5/7/2022;19:00:00;6
5/7/2022;19:20:00;2
5/7/2022;19:40:00;2
5/7/2022;20:00:00;5
5/7/2022;20:20:00;5
5/7/2022;20:40:00;2
5/7/2022;21:00:00;3
5/7/2022;21:20:00;4
5/7/2022;21:40:00;1
5/7/2022;22:00:00;6
5/7/2022;22:40:00;2
5/7/2022;23:00:00;2
5/7/2022;23:20:00;1
6/7/2022;00:00:00;2
6/7/2022;00:20:00;1
6/7/2022;00:40:00;1
6/7/2022;01:00:00;2
6/7/2022;02:00:00;6
6/7/2022;02:40:00;3
6/7/2022;04:20:00;5
6/7/2022;04:40:00;1
6/7/2022;05:00:00;4
6/7/2022;05:20:00;3
6/7/2022;06:00:00;10
6/7/2022;06:20:00;6
6/7/2022;06:40:00;4
6/7/2022;07:00:00;7
6/7/2022;07:20:00;12
6/7/2022;07:40:00;8
6/7/2022;08:00:00;16
6/7/2022;08:20:00;7
6/7/2022;08:40:00;16
6/7/2022;09:00:00;3
6/7/2022;09:20:00;10
6/7/2022;09:40:00;10
6/7/2022;10:00:00;12
6/7/2022;10:20:00;4
6/7/2022;10:40:00;5
6/7/2022;11:00:00;5
6/7/2022;11:20:00;5
6/7/2022;11:40:00;5
6/7/2022;12:00:00;7
6/7/2022;12:20:00;7
6/7/2022;12:40:00;6
6/7/2022;13:00:00;9
6/7/2022;13:20:00;4
6/7/2022;14:00:00;10
6/7/2022;14:20:00;2
6/7/2022;14:40:00;1
6/7/2022;15:00:00;15
6/7/2022;15:20:00;4
6/7/2022;15:40:00;5
6/7/2022;16:00:00;12
6/7/2022;16:20:00;6
6/7/2022;16:40:00;4
6/7/2022;17:00:00;21
6/7/2022;17:20:00;17
6/7/2022;17:40:00;4
6/7/2022;18:00:00;23
6/7/2022;18:20:00;2
6/7/2022;18:40:00;1
6/7/2022;19:00:00;8
6/7/2022;19:20:00;2
6/7/2022;19:40:00;1
6/7/2022;20:00:00;2
6/7/2022;20:20:00;5
6/7/2022;21:00:00;4
6/7/2022;21:20:00;4
6/7/2022;21:40:00;1
6/7/2022;22:00:00;2
6/7/2022;22:20:00;1
6/7/2022;22:40:00;1
7/7/2022;00:00:00;1
7/7/2022;00:20:00;1
7/7/2022;00:40:00;1
7/7/2022;01:00:00;1
7/7/2022;02:00:00;6
7/7/2022;02:40:00;3
7/7/2022;04:00:00;1
7/7/2022;04:20:00;5
7/7/2022;04:40:00;3
7/7/2022;05:00:00;5
7/7/2022;05:20:00;3
7/7/2022;06:00:00;8
7/7/2022;06:20:00;3
7/7/2022;06:40:00;4
7/7/2022;07:00:00;6
7/7/2022;07:20:00;6
7/7/2022;07:40:00;11
7/7/2022;08:00:00;16
7/7/2022;08:20:00;7
7/7/2022;08:40:00;4
7/7/2022;09:00:00;4
7/7/2022;09:20:00;6
7/7/2022;09:40:00;2
7/7/2022;10:00:00;3
7/7/2022;10:20:00;6
7/7/2022;10:40:00;2
7/7/2022;11:00:00;9
7/7/2022;11:20:00;5
7/7/2022;11:40:00;4
7/7/2022;12:00:00;10
7/7/2022;12:20:00;12
7/7/2022;12:40:00;5
7/7/2022;13:00:00;2
7/7/2022;13:20:00;7
7/7/2022;13:40:00;3
7/7/2022;14:00:00;9
7/7/2022;14:20:00;7
7/7/2022;14:40:00;3
7/7/2022;15:00:00;15
7/7/2022;15:20:00;3
7/7/2022;15:40:00;7
7/7/2022;16:00:00;9
7/7/2022;16:20:00;6
7/7/2022;16:40:00;6
7/7/2022;17:00:00;13
7/7/2022;17:20:00;7
7/7/2022;17:40:00;6
7/7/2022;18:00:00;18
7/7/2022;18:20:00;8
7/7/2022;18:40:00;5
7/7/2022;19:00:00;8
7/7/2022;19:20:00;4
7/7/2022;19:40:00;2
7/7/2022;20:00:00;10
7/7/2022;20:20:00;6
7/7/2022;20:40:00;1
7/7/2022;21:00:00;8
7/7/2022;21:20:00;5
7/7/2022;21:40:00;1
7/7/2022;22:00:00;4
7/7/2022;22:40:00;2
7/7/2022;23:00:00;1
8/7/2022;00:00:00;2
8/7/2022;00:20:00;1
8/7/2022;01:00:00;1
8/7/2022;01:40:00;1
8/7/2022;02:00:00;7
8/7/2022;02:40:00;2
8/7/2022;04:20:00;4
8/7/2022;04:40:00;2
8/7/2022;05:00:00;5
8/7/2022;05:20:00;1
8/7/2022;06:00:00;10
8/7/2022;06:20:00;4
8/7/2022;06:40:00;8
8/7/2022;07:00:00;11
8/7/2022;07:20:00;8
8/7/2022;07:40:00;7
8/7/2022;08:00:00;11
8/7/2022;08:20:00;8
8/7/2022;08:40:00;4
8/7/2022;09:00:00;5
8/7/2022;09:20:00;3
8/7/2022;09:40:00;6
8/7/2022;10:00:00;9
8/7/2022;10:20:00;3
8/7/2022;10:40:00;5
8/7/2022;11:00:00;4
8/7/2022;11:20:00;4
8/7/2022;11:40:00;6
8/7/2022;12:00:00;7
8/7/2022;12:20:00;8
8/7/2022;12:40:00;1
8/7/2022;13:00:00;6
8/7/2022;13:20:00;4
8/7/2022;13:40:00;1
8/7/2022;14:00:00;10
8/7/2022;14:20:00;1
8/7/2022;14:40:00;5
8/7/2022;15:00:00;20
8/7/2022;15:20:00;6
8/7/2022;15:40:00;4
8/7/2022;16:00:00;7
8/7/2022;16:20:00;4
8/7/2022;16:40:00;4
8/7/2022;17:00:00;12
8/7/2022;17:20:00;8
8/7/2022;17:40:00;2
8/7/2022;18:00:00;13
8/7/2022;18:20:00;5
8/7/2022;18:40:00;1
8/7/2022;19:00:00;2
8/7/2022;19:20:00;4
8/7/2022;20:00:00;4
8/7/2022;20:20:00;3
8/7/2022;20:40:00;3
8/7/2022;21:00:00;3
8/7/2022;21:20:00;5
8/7/2022;22:00:00;3
8/7/2022;22:20:00;2
8/7/2022;22:40:00;1
8/7/2022;23:00:00;2
9/7/2022;00:20:00;1
9/7/2022;00:40:00;1
9/7/2022;01:00:00;1
9/7/2022;02:00:00;3
9/7/2022;02:20:00;1
9/7/2022;02:40:00;1
9/7/2022;04:20:00;4
9/7/2022;04:40:00;1
9/7/2022;05:00:00;6
9/7/2022;05:20:00;4
9/7/2022;06:00:00;5
9/7/2022;06:20:00;3
9/7/2022;06:40:00;1
9/7/2022;07:20:00;2
9/7/2022;09:00:00;1
9/7/2022;09:20:00;2
9/7/2022;09:40:00;2
9/7/2022;11:20:00;1
9/7/2022;12:00:00;2
9/7/2022;12:20:00;2
9/7/2022;12:40:00;1
9/7/2022;13:00:00;1
9/7/2022;13:20:00;1
9/7/2022;13:40:00;2
9/7/2022;14:00:00;6
9/7/2022;14:40:00;1
9/7/2022;15:00:00;8
9/7/2022;16:00:00;1
9/7/2022;17:20:00;1
9/7/2022;18:00:00;6
9/7/2022;18:40:00;1
9/7/2022;20:20:00;2
9/7/2022;21:00:00;1
9/7/2022;21:20:00;3
9/7/2022;21:40:00;1
9/7/2022;22:00:00;3
10/7/2022;01:00:00;1
10/7/2022;01:20:00;1
10/7/2022;02:00:00;3
10/7/2022;04:00:00;1
10/7/2022;05:00:00;3
10/7/2022;05:20:00;4
10/7/2022;06:00:00;5
10/7/2022;07:00:00;1
10/7/2022;07:40:00;1
10/7/2022;08:40:00;1
10/7/2022;10:00:00;1
10/7/2022;10:20:00;1
10/7/2022;11:00:00;1
10/7/2022;11:40:00;1
10/7/2022;12:20:00;1
10/7/2022;13:00:00;3
10/7/2022;13:20:00;3
10/7/2022;14:00:00;6
10/7/2022;14:20:00;1
10/7/2022;17:00:00;2
10/7/2022;17:20:00;1
10/7/2022;18:00:00;2
10/7/2022;18:20:00;2
10/7/2022;20:20:00;1
10/7/2022;20:40:00;2
10/7/2022;21:20:00;2
10/7/2022;22:00:00;2
10/7/2022;23:00:00;1
11/7/2022;03:00:00;1
11/7/2022;03:20:00;3
11/7/2022;03:40:00;1
11/7/2022;04:00:00;1
11/7/2022;04:20:00;3
11/7/2022;04:40:00;2
11/7/2022;05:00:00;10
11/7/2022;05:20:00;5
11/7/2022;05:40:00;3
11/7/2022;06:00:00;3
11/7/2022;06:20:00;8
11/7/2022;06:40:00;2
11/7/2022;07:00:00;4
11/7/2022;07:20:00;5
11/7/2022;07:40:00;8
11/7/2022;08:00:00;12
11/7/2022;08:20:00;7
11/7/2022;08:40:00;4
11/7/2022;09:00:00;4
11/7/2022;09:20:00;3
11/7/2022;09:40:00;3
11/7/2022;10:00:00;6
11/7/2022;10:20:00;4
11/7/2022;10:40:00;3
11/7/2022;11:00:00;5
11/7/2022;11:20:00;2
11/7/2022;11:40:00;1
11/7/2022;12:00:00;6
11/7/2022;12:20:00;7
11/7/2022;12:40:00;3
11/7/2022;13:00:00;6
11/7/2022;13:20:00;4
11/7/2022;13:40:00;1
11/7/2022;14:00:00;13
11/7/2022;14:20:00;4
11/7/2022;14:40:00;1
11/7/2022;15:00:00;6
11/7/2022;15:20:00;5
11/7/2022;15:40:00;4
11/7/2022;16:00:00;5
11/7/2022;16:20:00;3
11/7/2022;16:40:00;3
11/7/2022;17:00:00;11
11/7/2022;17:20:00;11
11/7/2022;17:40:00;5
11/7/2022;18:00:00;16
11/7/2022;18:20:00;4
11/7/2022;18:40:00;5
11/7/2022;19:00:00;4
11/7/2022;19:20:00;1
11/7/2022;19:40:00;1
11/7/2022;20:00:00;4
11/7/2022;20:20:00;2
11/7/2022;20:40:00;3
11/7/2022;21:00:00;4
11/7/2022;21:20:00;2
11/7/2022;21:40:00;3
11/7/2022;22:00:00;2
11/7/2022;22:20:00;1
11/7/2022;22:40:00;3
11/7/2022;23:00:00;1
12/7/2022;00:20:00;1
12/7/2022;00:40:00;7
12/7/2022;01:00:00;1
12/7/2022;01:20:00;1
12/7/2022;02:00:00;6
12/7/2022;04:00:00;1
12/7/2022;04:20:00;3
12/7/2022;04:40:00;2
12/7/2022;05:00:00;4
12/7/2022;05:20:00;1
12/7/2022;06:00:00;5
12/7/2022;06:20:00;4
12/7/2022;06:40:00;3
12/7/2022;07:00:00;6
12/7/2022;07:20:00;8
12/7/2022;07:40:00;4
12/7/2022;08:00:00;9
12/7/2022;08:20:00;10
12/7/2022;08:40:00;3
12/7/2022;09:00:00;6
12/7/2022;09:20:00;9
12/7/2022;09:40:00;4
12/7/2022;10:00:00;10
12/7/2022;10:20:00;4
12/7/2022;10:40:00;2
12/7/2022;11:00:00;3
12/7/2022;11:20:00;3
12/7/2022;11:40:00;2
12/7/2022;12:00:00;3
12/7/2022;12:20:00;7
12/7/2022;12:40:00;3
12/7/2022;13:00:00;5
12/7/2022;13:20:00;4
12/7/2022;14:00:00;14
12/7/2022;14:20:00;6
12/7/2022;14:40:00;1
12/7/2022;15:00:00;9
12/7/2022;15:20:00;3
12/7/2022;15:40:00;2
12/7/2022;16:00:00;5
12/7/2022;16:20:00;6
12/7/2022;16:40:00;3
12/7/2022;17:00:00;15
12/7/2022;17:20:00;9
12/7/2022;17:40:00;4
12/7/2022;18:00:00;21
12/7/2022;18:20:00;4
12/7/2022;18:40:00;2
12/7/2022;19:00:00;5
12/7/2022;19:20:00;5
12/7/2022;19:40:00;3
12/7/2022;20:00:00;4
12/7/2022;20:40:00;6
12/7/2022;21:00:00;6
12/7/2022;21:20:00;1
12/7/2022;21:40:00;2
12/7/2022;22:00:00;4
12/7/2022;22:20:00;1
12/7/2022;22:40:00;1
12/7/2022;23:00:00;1
12/7/2022;23:20:00;2
12/7/2022;23:40:00;1
13/7/2022;00:40:00;8
13/7/2022;01:00:00;2
13/7/2022;01:20:00;1
13/7/2022;02:00:00;6
13/7/2022;03:20:00;1
13/7/2022;04:20:00;3
13/7/2022;04:40:00;2
13/7/2022;05:00:00;5
13/7/2022;05:20:00;1
13/7/2022;05:40:00;1
13/7/2022;06:00:00;7
13/7/2022;06:20:00;5
13/7/2022;06:40:00;4
13/7/2022;07:00:00;6
13/7/2022;07:20:00;2
13/7/2022;07:40:00;6
13/7/2022;08:00:00;10
13/7/2022;08:20:00;6
13/7/2022;08:40:00;2
13/7/2022;09:00:00;1
13/7/2022;09:20:00;7
13/7/2022;09:40:00;4
13/7/2022;10:00:00;6
13/7/2022;10:20:00;4
13/7/2022;11:00:00;7
13/7/2022;11:20:00;5
13/7/2022;11:40:00;1
13/7/2022;12:00:00;4
13/7/2022;12:20:00;6
13/7/2022;12:40:00;2
13/7/2022;13:00:00;4
13/7/2022;13:20:00;3
13/7/2022;13:40:00;1
13/7/2022;14:00:00;12
13/7/2022;14:20:00;10
13/7/2022;14:40:00;1
13/7/2022;15:00:00;8
13/7/2022;15:20:00;3
13/7/2022;15:40:00;3
13/7/2022;16:00:00;5
13/7/2022;16:20:00;4
13/7/2022;16:40:00;6
13/7/2022;17:00:00;12
13/7/2022;17:20:00;14
13/7/2022;18:00:00;18
13/7/2022;18:20:00;2
13/7/2022;19:00:00;3
13/7/2022;19:20:00;6
13/7/2022;19:40:00;3
13/7/2022;20:00:00;2
13/7/2022;20:40:00;2
13/7/2022;21:00:00;7
13/7/2022;21:20:00;1
13/7/2022;21:40:00;1
13/7/2022;22:00:00;2
13/7/2022;22:40:00;1
13/7/2022;23:00:00;1
13/7/2022;23:20:00;1
14/7/2022;00:00:00;1
14/7/2022;00:40:00;7
14/7/2022;01:00:00;1
14/7/2022;01:20:00;2
14/7/2022;02:00:00;5
14/7/2022;02:20:00;1
14/7/2022;04:20:00;3
14/7/2022;04:40:00;2
14/7/2022;05:00:00;1
14/7/2022;05:20:00;1
14/7/2022;05:40:00;1
14/7/2022;06:00:00;9
14/7/2022;06:20:00;4
14/7/2022;06:40:00;3
14/7/2022;07:00:00;9
14/7/2022;07:20:00;5
14/7/2022;07:40:00;6
14/7/2022;08:00:00;16
14/7/2022;08:20:00;6
14/7/2022;08:40:00;2
14/7/2022;09:00:00;5
14/7/2022;09:20:00;9
14/7/2022;09:40:00;3
14/7/2022;10:00:00;5
14/7/2022;10:20:00;5
14/7/2022;10:40:00;5
14/7/2022;11:00:00;5
14/7/2022;11:20:00;5
14/7/2022;11:40:00;5
14/7/2022;12:00:00;2
14/7/2022;12:20:00;5
14/7/2022;12:40:00;1
14/7/2022;13:00:00;7
14/7/2022;13:20:00;6
14/7/2022;13:40:00;4
14/7/2022;14:00:00;12
14/7/2022;14:20:00;5
14/7/2022;14:40:00;1
14/7/2022;15:00:00;11
14/7/2022;15:20:00;3
14/7/2022;15:40:00;2
14/7/2022;16:00:00;8
14/7/2022;16:20:00;3
14/7/2022;16:40:00;4
14/7/2022;17:00:00;18
14/7/2022;17:20:00;18
14/7/2022;17:40:00;4
14/7/2022;18:00:00;18
14/7/2022;18:20:00;4
14/7/2022;18:40:00;3
14/7/2022;19:00:00;2
14/7/2022;19:20:00;6
14/7/2022;19:40:00;2
14/7/2022;20:00:00;5
14/7/2022;20:20:00;2
14/7/2022;20:40:00;2
14/7/2022;21:00:00;7
14/7/2022;21:40:00;1
14/7/2022;22:00:00;4
14/7/2022;22:40:00;1
14/7/2022;23:00:00;2
14/7/2022;23:40:00;2
15/7/2022;00:40:00;7
15/7/2022;01:00:00;1
15/7/2022;01:20:00;1
15/7/2022;02:00:00;5
15/7/2022;02:20:00;1
15/7/2022;04:20:00;3
15/7/2022;04:40:00;2
15/7/2022;05:00:00;1
15/7/2022;05:20:00;1
15/7/2022;06:00:00;7
15/7/2022;06:20:00;2
15/7/2022;06:40:00;4
15/7/2022;07:00:00;5
15/7/2022;07:20:00;3
15/7/2022;07:40:00;6
15/7/2022;08:00:00;3
15/7/2022;08:20:00;12
15/7/2022;08:40:00;3
15/7/2022;09:00:00;7
15/7/2022;09:20:00;8
15/7/2022;09:40:00;4
15/7/2022;10:00:00;9
15/7/2022;10:20:00;4
15/7/2022;10:40:00;5
15/7/2022;11:00:00;5
15/7/2022;11:20:00;7
15/7/2022;11:40:00;3
15/7/2022;12:00:00;2
15/7/2022;12:20:00;6
15/7/2022;12:40:00;3
15/7/2022;13:00:00;3
15/7/2022;13:20:00;2
15/7/2022;13:40:00;1
15/7/2022;14:00:00;11
15/7/2022;14:20:00;5
15/7/2022;15:00:00;12
15/7/2022;15:20:00;5
15/7/2022;15:40:00;7
15/7/2022;16:00:00;5
15/7/2022;16:20:00;5
15/7/2022;16:40:00;5
15/7/2022;17:00:00;10
15/7/2022;17:20:00;10
15/7/2022;17:40:00;2
15/7/2022;18:00:00;15
15/7/2022;18:20:00;4
15/7/2022;18:40:00;1
15/7/2022;19:00:00;5
15/7/2022;19:20:00;4
15/7/2022;20:00:00;2
15/7/2022;20:20:00;3
15/7/2022;20:40:00;3
15/7/2022;21:00:00;9
15/7/2022;21:20:00;5
15/7/2022;21:40:00;1
15/7/2022;22:00:00;3
15/7/2022;22:20:00;1
15/7/2022;22:40:00;1
15/7/2022;23:00:00;1
15/7/2022;23:20:00;4
15/7/2022;23:40:00;1
16/7/2022;00:20:00;1
16/7/2022;00:40:00;7
16/7/2022;02:00:00;5
16/7/2022;02:20:00;6
16/7/2022;04:20:00;3
16/7/2022;04:40:00;4
16/7/2022;05:20:00;1
16/7/2022;06:00:00;5
16/7/2022;06:20:00;1
16/7/2022;06:40:00;3
16/7/2022;07:00:00;4
16/7/2022;07:20:00;1
16/7/2022;07:40:00;2
16/7/2022;08:00:00;1
16/7/2022;08:20:00;2
16/7/2022;08:40:00;1
16/7/2022;09:00:00;2
16/7/2022;09:20:00;1
16/7/2022;09:40:00;1
16/7/2022;10:00:00;3
16/7/2022;11:00:00;3
16/7/2022;11:20:00;1
16/7/2022;12:00:00;3
16/7/2022;12:20:00;2
16/7/2022;12:40:00;1
16/7/2022;13:00:00;7
16/7/2022;13:20:00;6
16/7/2022;14:00:00;3
16/7/2022;14:20:00;4
16/7/2022;14:40:00;1
16/7/2022;15:00:00;4
16/7/2022;15:40:00;3
16/7/2022;16:00:00;5
16/7/2022;16:20:00;4
16/7/2022;16:40:00;2
16/7/2022;17:00:00;7
16/7/2022;17:20:00;4
16/7/2022;17:40:00;3
16/7/2022;18:00:00;9
16/7/2022;19:00:00;1
16/7/2022;19:20:00;3
16/7/2022;20:00:00;2
16/7/2022;20:20:00;1
16/7/2022;21:00:00;4
16/7/2022;21:20:00;2
16/7/2022;22:00:00;7
17/7/2022;00:00:00;1
17/7/2022;04:00:00;1
17/7/2022;04:20:00;2
17/7/2022;05:00:00;1
17/7/2022;05:20:00;4
17/7/2022;06:00:00;4
17/7/2022;06:20:00;1
17/7/2022;07:00:00;3
17/7/2022;07:20:00;1
17/7/2022;08:20:00;2
17/7/2022;10:00:00;2
17/7/2022;10:20:00;1
17/7/2022;11:00:00;1
17/7/2022;12:00:00;1
17/7/2022;12:40:00;1
17/7/2022;13:00:00;4
17/7/2022;13:20:00;4
17/7/2022;14:00:00;3
17/7/2022;16:00:00;3
17/7/2022;16:20:00;1
17/7/2022;16:40:00;1
17/7/2022;17:00:00;4
17/7/2022;17:20:00;1
17/7/2022;18:00:00;4
17/7/2022;18:20:00;1
17/7/2022;19:20:00;1
17/7/2022;21:00:00;2
17/7/2022;21:20:00;3
17/7/2022;22:00:00;5
17/7/2022;22:20:00;1
17/7/2022;23:00:00;1
18/7/2022;00:40:00;1
18/7/2022;01:00:00;1
18/7/2022;02:00:00;2
18/7/2022;03:20:00;2
18/7/2022;03:40:00;1
18/7/2022;04:20:00;1
18/7/2022;04:40:00;1
18/7/2022;05:00:00;1
18/7/2022;05:20:00;2
18/7/2022;06:00:00;11
18/7/2022;06:20:00;12
18/7/2022;06:40:00;5
18/7/2022;07:00:00;7
18/7/2022;07:20:00;5
18/7/2022;07:40:00;5
18/7/2022;08:00:00;9
18/7/2022;08:20:00;3
18/7/2022;08:40:00;8
18/7/2022;09:00:00;4
18/7/2022;09:20:00;6
18/7/2022;09:40:00;4
18/7/2022;10:00:00;9
18/7/2022;10:20:00;7
18/7/2022;10:40:00;2
18/7/2022;11:00:00;3
